jockey_name,jockey_id,category,rides_total,rides_jra,rides_nar,nige_rate,senko_rate,mae_iki_rate,chudan_rate,koho_rate,avg_pos1c_rel,ds_rides,ds_nige_rate,ds_senko_rate,ds_mae_iki_rate,ns_rides,ns_koho_rate,wins,win_rate,recent_rides,recent_nige_rate,recent_mae_iki_rate
ホー,05619,JRA,78,78,0,12.82,19.23,32.05,30.77,28.21,0.4255,9,0.0,11.11,11.11,6,0.0,7,8.97,0,0.0,0.0
及川烈,a04d1,JRA+NAR,78,5,73,8.97,19.23,28.21,32.05,43.59,0.5513,42,2.38,14.29,16.67,7,14.29,5,6.41,53,9.43,30.19
☆臼杵龍美,B0115,NAR,77,0,77,11.69,12.99,24.68,19.48,59.74,0.6272,0,0.0,0.0,0.0,0,0.0,8,10.39,77,11.69,24.68
古川奈,01190,JRA,77,77,0,15.58,11.69,27.27,29.87,36.36,0.4891,40,0.0,5.0,5.0,13,15.38,6,7.79,32,12.5,15.62
★谷原,01219,JRA,76,76,0,7.89,10.53,18.42,26.32,51.32,0.581,58,1.72,3.45,5.17,13,0.0,0,0.0,65,6.15,15.38
藤井勘,05525,JRA,76,76,0,2.63,9.21,11.84,28.95,55.26,0.6225,0,0.0,0.0,0.0,0,0.0,1,1.32,0,0.0,0.0
長谷川蓮,a05e0,NAR,76,0,76,9.21,30.26,39.47,35.53,27.63,0.4615,33,6.06,18.18,24.24,16,12.5,8,10.53,75,9.33,40.0
小谷哲平,a05dd,NAR,74,0,74,20.27,18.92,39.19,36.49,29.73,0.4708,24,12.5,12.5,25.0,4,0.0,8,10.81,74,20.27,39.19
長浜,01214,JRA,74,74,0,9.46,12.16,21.62,37.84,39.19,0.5212,62,1.61,8.06,9.68,10,0.0,0,0.0,42,9.52,19.05
城野慈尚,a0577,NAR,73,0,73,4.11,24.66,28.77,31.51,42.47,0.5593,30,0.0,20.0,20.0,6,0.0,1,1.37,67,4.48,28.36
田中力,05428,NAR,71,0,71,7.04,4.23,11.27,21.13,66.2,0.6912,0,0.0,0.0,0.0,0,0.0,2,2.82,0,0.0,0.0
坂井瑛音,a056b,NAR,70,0,70,7.14,18.57,25.71,31.43,47.14,0.5932,26,0.0,0.0,0.0,7,0.0,4,5.71,66,6.06,25.76
吉村智,05390,JRA+NAR,68,52,16,13.24,16.18,29.41,36.76,30.88,0.4811,24,0.0,8.33,8.33,5,0.0,5,7.35,24,12.5,33.33
▲吉村誠之,01216,NAR,67,0,67,22.39,28.36,50.75,32.84,20.9,0.3885,34,8.82,17.65,26.47,33,6.06,18,26.87,0,0.0,0.0
バデル,05644,JRA,66,66,0,12.12,37.88,50.0,33.33,19.7,0.3683,35,0.0,22.86,22.86,31,3.23,12,18.18,66,12.12,50.0
青海大樹,05658,NAR,65,0,65,3.08,13.85,16.92,20.0,64.62,0.6874,41,2.44,17.07,19.51,2,0.0,3,4.62,44,0.0,11.36
松本一心,a0512,NAR,64,0,64,7.81,12.5,20.31,25.0,57.81,0.65,30,3.33,10.0,13.33,7,0.0,5,7.81,60,8.33,21.67
神尾香澄,05613,NAR,64,0,64,14.06,10.94,25.0,20.31,51.56,0.5991,30,6.67,3.33,10.0,11,0.0,6,9.38,36,11.11,25.0
植野,00727,JRA,63,63,0,7.94,22.22,30.16,39.68,28.57,0.45,0,0.0,0.0,0.0,0,0.0,4,6.35,0,0.0,0.0
山田,01173,JRA,62,62,0,4.84,17.74,22.58,35.48,38.71,0.5267,0,0.0,0.0,0.0,0,0.0,1,1.61,0,0.0,0.0
柴田裕,01212,JRA,62,62,0,8.06,16.13,24.19,53.23,16.13,0.4274,50,0.0,12.0,12.0,10,10.0,1,1.61,25,8.0,16.0
田村,01105,JRA,61,61,0,4.92,14.75,19.67,31.15,50.82,0.6142,47,6.38,14.89,21.28,4,0.0,3,4.92,21,4.76,19.05
ジェル,05680,JRA,59,59,0,10.17,27.12,37.29,28.81,28.81,0.4246,39,0.0,7.69,7.69,20,0.0,2,3.39,59,10.17,37.29
近藤翔月,a05df,NAR,59,0,59,3.39,28.81,32.2,28.81,42.37,0.5274,12,0.0,0.0,0.0,5,0.0,8,13.56,59,3.39,32.2
小林美,01206,JRA,58,58,0,22.41,24.14,46.55,24.14,24.14,0.4053,33,3.03,18.18,21.21,20,0.0,3,5.17,36,27.78,52.78
川田将雅,01088,NAR,58,0,58,1.72,20.69,22.41,60.34,17.24,0.4431,19,0.0,10.53,10.53,14,0.0,16,27.59,18,0.0,11.11
△田口,01208,JRA,56,56,0,14.29,28.57,42.86,28.57,25.0,0.3935,38,0.0,15.79,15.79,18,0.0,5,8.93,0,0.0,0.0
☆菅原響希,B0071,NAR,56,0,56,0.0,5.36,5.36,21.43,75.0,0.7723,0,0.0,0.0,0.0,0,0.0,0,0.0,48,0.0,4.17
坂井瑠星,01163,NAR,56,0,56,25.0,37.5,62.5,35.71,5.36,0.2938,19,10.53,21.05,31.58,27,3.7,14,25.0,19,31.58,68.42
☆妹尾将充,05614,NAR,54,0,54,11.11,18.52,29.63,27.78,51.85,0.5823,0,0.0,0.0,0.0,0,0.0,1,1.85,0,0.0,0.0
阿岸潤一,05653,NAR,54,0,54,0.0,11.11,11.11,18.52,74.07,0.7288,45,0.0,6.67,6.67,9,33.33,3,5.56,21,0.0,19.05
小林勝,01205,JRA,53,53,0,13.21,18.87,32.08,35.85,26.42,0.4298,37,8.11,10.81,18.92,9,0.0,3,5.66,0,0.0,0.0
戸崎圭太,05386,NAR,53,0,53,5.66,20.75,26.42,39.62,32.08,0.457,27,0.0,7.41,7.41,8,0.0,8,15.09,21,9.52,33.33
☆竹ヶ原茉,B0052,NAR,52,0,52,3.85,7.69,11.54,23.08,65.38,0.7057,0,0.0,0.0,0.0,0,0.0,2,3.85,52,3.85,11.54
加藤雄真,a056f,NAR,52,0,52,9.62,25.0,34.62,32.69,36.54,0.5029,23,4.35,17.39,21.74,6,0.0,1,1.92,48,8.33,33.33
谷内貫太,05650,NAR,52,0,52,0.0,15.38,15.38,21.15,61.54,0.652,24,0.0,0.0,0.0,8,0.0,1,1.92,38,0.0,18.42
▲西谷凜,01189,JRA+NAR,49,47,2,8.16,10.2,18.37,26.53,55.1,0.5887,0,0.0,0.0,0.0,0,0.0,1,2.04,0,0.0,0.0
所蛍,a050f,NAR,49,0,49,4.08,16.33,20.41,18.37,59.18,0.6353,28,0.0,14.29,14.29,4,0.0,0,0.0,39,5.13,23.08
井口裕貴,a05fc,NAR,48,0,48,4.17,12.5,16.67,33.33,52.08,0.6344,12,8.33,8.33,16.67,5,20.0,4,8.33,48,4.17,16.67
塩津璃菜,05669,NAR,48,0,48,8.33,31.25,39.58,39.58,27.08,0.4712,26,11.54,26.92,38.46,8,0.0,1,2.08,40,10.0,37.5
松山弘平,01126,NAR,48,0,48,4.17,50.0,54.17,31.25,12.5,0.3503,16,0.0,25.0,25.0,17,0.0,8,16.67,21,4.76,42.86
白浜,01035,JRA,48,48,0,6.25,14.58,20.83,31.25,47.92,0.5371,0,0.0,0.0,0.0,0,0.0,2,4.17,0,0.0,0.0
高橋優,a056e,NAR,48,0,48,6.25,22.92,29.17,35.42,35.42,0.5115,18,0.0,16.67,16.67,5,0.0,0,0.0,44,6.82,31.82
▲永野,01188,JRA,46,46,0,10.87,13.04,23.91,41.3,30.43,0.4596,0,0.0,0.0,0.0,0,0.0,3,6.52,0,0.0,0.0
阿部基嗣,a0515,NAR,46,0,46,13.04,15.22,28.26,50.0,23.91,0.4967,14,0.0,0.0,0.0,5,0.0,0,0.0,40,12.5,30.0
▲井上,01151,JRA,45,45,0,11.11,26.67,37.78,22.22,40.0,0.5021,34,2.94,23.53,26.47,7,14.29,1,2.22,39,10.26,41.03
△大畑慧悟,05648,NAR,45,0,45,8.89,17.78,26.67,28.89,48.89,0.597,31,3.23,9.68,12.9,13,30.77,4,8.89,0,0.0,0.0
杉山海波,a05db,NAR,45,0,45,15.56,13.33,28.89,31.11,37.78,0.5166,12,0.0,0.0,0.0,3,0.0,3,6.67,45,15.56,28.89
永島まな,01187,NAR,45,0,45,26.67,11.11,37.78,26.67,35.56,0.4764,26,3.85,7.69,11.54,12,0.0,5,11.11,10,30.0,30.0
林悠翔,a05e1,NAR,43,0,43,13.95,13.95,27.91,23.26,48.84,0.5495,15,0.0,26.67,26.67,5,0.0,2,4.65,43,13.95,27.91
本田重,05443,JRA+NAR,42,34,8,4.76,16.67,21.43,38.1,40.48,0.548,22,4.55,9.09,13.64,3,0.0,4,9.52,22,4.55,22.73
☆田口貫太,01208,NAR,40,0,40,12.5,35.0,47.5,42.5,25.0,0.4408,22,0.0,18.18,18.18,18,0.0,9,22.5,0,0.0,0.0
丹内 祐次,01091,JRA,38,38,0,13.16,23.68,36.84,36.84,23.68,0.4228,4,0.0,25.0,25.0,4,0.0,3,7.89,38,13.16,36.84
岩田望来,01174,NAR,38,0,38,5.26,50.0,55.26,39.47,5.26,0.3204,8,0.0,25.0,25.0,14,0.0,9,23.68,16,0.0,37.5
松山 弘平,01126,JRA,38,38,0,18.42,23.68,42.11,36.84,21.05,0.3896,6,0.0,16.67,16.67,3,0.0,6,15.79,38,18.42,42.11
舟山,01221,JRA,38,38,0,15.79,23.68,39.47,18.42,44.74,0.485,26,3.85,19.23,23.08,10,10.0,1,2.63,38,15.79,39.47
酒井学,01034,JRA+NAR,38,17,21,15.79,31.58,47.37,23.68,26.32,0.3778,16,0.0,31.25,31.25,9,0.0,1,2.63,13,15.38,61.54
鷲頭,01202,JRA,38,38,0,13.16,7.89,21.05,34.21,34.21,0.4582,23,0.0,0.0,0.0,5,0.0,0,0.0,23,8.7,17.39
横山武史,01170,NAR,37,0,37,32.43,29.73,62.16,21.62,8.11,0.2706,12,0.0,33.33,33.33,17,0.0,10,27.03,10,30.0,70.0
渡辺竜,05558,JRA,37,37,0,8.11,21.62,29.73,37.84,24.32,0.427,30,3.33,13.33,16.67,7,0.0,1,2.7,25,12.0,32.0
吉村 誠之助,01216,JRA,36,36,0,2.78,13.89,16.67,50.0,22.22,0.4491,5,0.0,0.0,0.0,1,0.0,3,8.33,36,2.78,16.67
岩田 望来,01174,JRA,36,36,0,16.67,27.78,44.44,44.44,11.11,0.3513,7,0.0,14.29,14.29,3,0.0,8,22.22,36,16.67,44.44
石田,01203,JRA,36,36,0,5.56,19.44,25.0,44.44,25.0,0.4657,27,0.0,7.41,7.41,6,0.0,0,0.0,16,6.25,18.75
竹之下,01036,JRA,36,36,0,2.78,2.78,5.56,41.67,50.0,0.598,0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0.0
原優介,01184,JRA+NAR,35,4,31,8.57,11.43,20.0,22.86,57.14,0.5983,22,0.0,9.09,9.09,5,20.0,0,0.0,23,4.35,17.39
田口 貫太,01208,JRA,35,35,0,2.86,14.29,17.14,42.86,37.14,0.507,5,0.0,0.0,0.0,1,0.0,2,5.71,35,2.86,17.14
秋山稔樹,01181,NAR,35,0,35,17.14,22.86,40.0,37.14,22.86,0.4298,17,11.76,17.65,29.41,9,0.0,4,11.43,13,38.46,69.23
☆松本大輝,01191,NAR,34,0,34,14.71,32.35,47.06,32.35,26.47,0.4207,19,5.26,26.32,31.58,10,0.0,4,11.76,4,0.0,50.0
ティー,05533,JRA,34,34,0,11.76,17.65,29.41,35.29,32.35,0.4571,23,0.0,17.39,17.39,10,0.0,2,5.88,12,8.33,33.33
幸英明,00732,JRA+NAR,34,12,22,20.59,26.47,47.06,35.29,20.59,0.368,12,0.0,16.67,16.67,7,0.0,4,11.76,4,0.0,25.0
田口貫太,01208,NAR,34,0,34,11.76,47.06,58.82,26.47,20.59,0.3636,20,10.0,25.0,35.0,14,7.14,9,26.47,17,11.76,76.47
矢野貴,05380,JRA+NAR,34,18,16,8.82,11.76,20.59,32.35,44.12,0.5513,14,0.0,7.14,7.14,2,0.0,4,11.76,32,9.38,21.88
★永島まな,01187,NAR,33,0,33,21.21,27.27,48.48,39.39,24.24,0.4177,0,0.0,0.0,0.0,0,0.0,9,27.27,0,0.0,0.0
☆近藤翔月,a05df,NAR,33,0,33,12.12,27.27,39.39,45.45,21.21,0.454,25,4.0,28.0,32.0,5,0.0,3,9.09,33,12.12,39.39
佐々木 大輔,01197,JRA,33,33,0,15.15,30.3,45.45,24.24,21.21,0.3516,3,0.0,0.0,0.0,2,0.0,0,0.0,33,15.15,45.45
幸 英明,00732,JRA,33,33,0,15.15,15.15,30.3,33.33,39.39,0.4752,4,0.0,0.0,0.0,2,0.0,4,12.12,33,15.15,30.3
▲小林勝太,01205,NAR,32,0,32,6.25,28.12,34.38,40.62,28.12,0.468,18,0.0,11.11,11.11,7,14.29,2,6.25,0,0.0,0.0
★河原田菜,01204,NAR,32,0,32,21.88,12.5,34.38,25.0,43.75,0.5092,23,13.04,8.7,21.74,9,0.0,3,9.38,18,22.22,33.33
落合玄,05578,JRA+NAR,32,28,4,9.38,21.88,31.25,28.12,34.38,0.4595,19,0.0,21.05,21.05,4,0.0,1,3.12,20,10.0,40.0
西村 淳也,01171,JRA,32,32,0,18.75,15.62,34.38,50.0,18.75,0.4051,4,0.0,25.0,25.0,3,0.0,3,9.38,32,18.75,34.38
☆木幡育,01167,JRA,31,31,0,9.68,12.9,22.58,38.71,32.26,0.4368,0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0.0
モリス,05641,JRA,31,31,0,9.68,38.71,48.39,29.03,6.45,0.3041,25,8.0,32.0,40.0,6,0.0,0,0.0,0,0.0,0.0
団野 大成,01180,JRA,31,31,0,16.13,12.9,29.03,38.71,22.58,0.4068,2,0.0,0.0,0.0,2,0.0,3,9.68,31,16.13,29.03
川端,01195,JRA,31,31,0,16.13,16.13,32.26,32.26,29.03,0.4265,19,5.26,5.26,10.53,6,0.0,1,3.23,10,10.0,30.0
横山 武史,01170,JRA,31,31,0,12.9,35.48,48.39,12.9,32.26,0.388,2,0.0,0.0,0.0,4,0.0,5,16.13,31,12.9,48.39
田山 旺佑,01220,JRA,31,31,0,9.68,9.68,19.35,29.03,45.16,0.502,3,0.0,33.33,33.33,2,0.0,2,6.45,31,9.68,19.35
拜原靖之,a01c0,NAR,30,0,30,0.0,10.0,10.0,40.0,46.67,0.5913,0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0.0
C.ルメール,05339,JRA,29,29,0,13.79,24.14,37.93,31.03,24.14,0.3811,3,0.0,0.0,0.0,3,0.0,9,31.03,29,13.79,37.93
坂井 瑠星,01163,JRA,29,29,0,6.9,37.93,44.83,27.59,17.24,0.3713,1,0.0,0.0,0.0,4,0.0,5,17.24,29,6.9,44.83
菊沢 一樹,01161,JRA,29,29,0,0.0,6.9,6.9,27.59,62.07,0.659,6,0.0,0.0,0.0,0,0.0,1,3.45,29,0.0,6.9
佐藤,01207,JRA,28,28,0,10.71,17.86,28.57,39.29,32.14,0.4656,17,0.0,11.76,11.76,5,0.0,1,3.57,9,0.0,11.11
松若 風馬,01154,JRA,28,28,0,10.71,14.29,25.0,14.29,46.43,0.516,2,0.0,0.0,0.0,2,50.0,1,3.57,28,10.71,25.0
武藤雅,01169,JRA+NAR,28,4,24,7.14,28.57,35.71,32.14,32.14,0.4602,18,0.0,22.22,22.22,5,0.0,3,10.71,6,0.0,50.0
水沼,01201,JRA,28,28,0,0.0,10.71,10.71,46.43,35.71,0.5496,12,0.0,8.33,8.33,2,0.0,0,0.0,10,0.0,0.0
津村 明秀,01092,JRA,28,28,0,17.86,14.29,32.14,32.14,32.14,0.4586,4,0.0,0.0,0.0,1,0.0,3,10.71,28,17.86,32.14
佐藤翔馬,01207,NAR,27,0,27,18.52,22.22,40.74,22.22,33.33,0.4493,9,0.0,11.11,11.11,11,0.0,3,11.11,18,22.22,33.33
北村 友一,01102,JRA,27,27,0,11.11,29.63,40.74,25.93,29.63,0.4342,3,0.0,33.33,33.33,1,0.0,0,0.0,27,11.11,40.74
富田 暁,01168,JRA,27,27,0,7.41,14.81,22.22,18.52,51.85,0.5581,3,0.0,0.0,0.0,0,0.0,0,0.0,27,7.41,22.22
斎藤 新,01178,JRA,27,27,0,11.11,29.63,40.74,22.22,25.93,0.3888,1,0.0,0.0,0.0,5,0.0,2,7.41,27,11.11,40.74
武 豊,00666,JRA,27,27,0,3.7,7.41,11.11,18.52,62.96,0.5695,6,0.0,0.0,0.0,0,0.0,5,18.52,27,3.7,11.11
▲橋木太希,01215,NAR,26,0,26,7.69,34.62,42.31,23.08,34.62,0.4608,22,4.55,31.82,36.36,4,0.0,1,3.85,7,0.0,28.57
今村聖奈,01193,NAR,26,0,26,11.54,23.08,34.62,19.23,42.31,0.5072,10,0.0,10.0,10.0,8,0.0,0,0.0,16,12.5,37.5
佐々木大,01197,NAR,26,0,26,15.38,26.92,42.31,46.15,15.38,0.3899,12,8.33,25.0,33.33,6,0.0,1,3.85,10,10.0,50.0
原 優介,01184,JRA,26,26,0,7.69,19.23,26.92,30.77,38.46,0.5018,2,0.0,0.0,0.0,0,0.0,1,3.85,26,7.69,26.92
戸崎 圭太,05386,JRA,26,26,0,7.69,34.62,42.31,23.08,30.77,0.427,3,0.0,0.0,0.0,2,0.0,3,11.54,26,7.69,42.31
横山琉人,01192,NAR,26,0,26,7.69,11.54,19.23,42.31,30.77,0.5161,12,0.0,0.0,0.0,7,0.0,3,11.54,13,15.38,23.08
阿部優哉,B0114,NAR,26,0,26,7.69,38.46,46.15,38.46,23.08,0.4437,0,0.0,0.0,0.0,0,0.0,1,3.85,26,7.69,46.15
△古岡勇樹,05606,NAR,25,0,25,4.0,16.0,20.0,24.0,52.0,0.6042,0,0.0,0.0,0.0,0,0.0,3,12.0,0,0.0,0.0
△小牧加,01196,JRA,25,25,0,4.0,36.0,40.0,36.0,28.0,0.4794,0,0.0,0.0,0.0,0,0.0,5,20.0,0,0.0,0.0
三浦 皇成,01122,JRA,25,25,0,4.0,16.0,20.0,40.0,36.0,0.4847,3,0.0,0.0,0.0,1,0.0,2,8.0,25,4.0,20.0
小崎綾也,01152,NAR,25,0,25,20.0,28.0,48.0,32.0,24.0,0.4017,9,0.0,0.0,0.0,10,10.0,4,16.0,4,25.0,50.0
川須栄彦,01128,NAR,25,0,25,28.0,56.0,84.0,12.0,4.0,0.2324,1,0.0,0.0,0.0,16,0.0,11,44.0,2,50.0,100.0
田山,01220,JRA,25,25,0,12.0,32.0,44.0,20.0,28.0,0.4215,13,0.0,15.38,15.38,10,0.0,1,4.0,25,12.0,44.0
菅原響希,B0071,NAR,25,0,25,0.0,20.0,20.0,48.0,36.0,0.5599,0,0.0,0.0,0.0,0,0.0,2,8.0,1,0.0,0.0
西塚 洸二,01200,JRA,25,25,0,8.0,44.0,52.0,16.0,28.0,0.3676,1,0.0,0.0,0.0,3,0.0,1,4.0,25,8.0,52.0
長浜 鴻緒,01214,JRA,25,25,0,4.0,16.0,20.0,32.0,40.0,0.5057,1,0.0,0.0,0.0,3,0.0,0,0.0,25,4.0,20.0
ビュイ,05495,JRA,24,24,0,12.5,25.0,37.5,33.33,20.83,0.3835,14,7.14,14.29,21.43,10,10.0,7,29.17,0,0.0,0.0
山本大翔,a056d,NAR,24,0,24,8.33,8.33,16.67,33.33,50.0,0.609,16,0.0,0.0,0.0,5,0.0,2,8.33,17,5.88,17.65
望月洵,05666,JRA+NAR,24,2,22,16.67,20.83,37.5,41.67,25.0,0.4499,0,0.0,0.0,0.0,2,0.0,7,29.17,22,18.18,36.36
木幡 巧也,01162,JRA,24,24,0,4.17,16.67,20.83,45.83,25.0,0.4718,2,0.0,0.0,0.0,1,0.0,1,4.17,24,4.17,20.83
江田照男,00689,NAR,24,0,24,33.33,16.67,50.0,25.0,25.0,0.3879,9,11.11,0.0,11.11,4,0.0,2,8.33,4,25.0,50.0
浜中 俊,01115,JRA,24,24,0,4.17,33.33,37.5,25.0,29.17,0.4491,2,0.0,0.0,0.0,2,0.0,2,8.33,24,4.17,37.5
菅原明良,01179,NAR,24,0,24,12.5,25.0,37.5,25.0,29.17,0.4266,6,0.0,16.67,16.67,6,0.0,4,16.67,4,0.0,0.0
菱田 裕二,01144,JRA,24,24,0,8.33,12.5,20.83,29.17,50.0,0.5414,1,0.0,0.0,0.0,0,0.0,0,0.0,24,8.33,20.83
酒井 学,01034,JRA,24,24,0,12.5,12.5,25.0,29.17,37.5,0.4549,3,0.0,0.0,0.0,1,0.0,2,8.33,24,12.5,25.0
鮫島 克駿,01157,JRA,24,24,0,12.5,16.67,29.17,29.17,33.33,0.5034,3,0.0,0.0,0.0,2,0.0,3,12.5,24,12.5,29.17
内田博幸,00422,NAR,23,0,23,8.7,17.39,26.09,21.74,52.17,0.5476,14,0.0,14.29,14.29,2,0.0,1,4.35,7,14.29,42.86
吉原寛,05299,JRA+NAR,23,7,16,13.04,21.74,34.78,34.78,30.43,0.4909,9,0.0,22.22,22.22,4,0.0,3,13.04,16,12.5,43.75
斉藤友香,a06c0,NAR,23,0,23,4.35,17.39,21.74,43.48,34.78,0.5452,6,0.0,0.0,0.0,1,0.0,1,4.35,23,4.35,21.74
柴田大知,01009,NAR,23,0,23,0.0,17.39,17.39,34.78,47.83,0.5425,8,0.0,0.0,0.0,5,0.0,2,8.7,8,0.0,12.5
若杉朝飛,05608,NAR,23,0,23,8.7,13.04,21.74,30.43,47.83,0.5756,14,0.0,7.14,7.14,2,0.0,0,0.0,12,16.67,16.67
▲今村聖奈,01193,NAR,22,0,22,31.82,27.27,59.09,27.27,22.73,0.3772,4,0.0,25.0,25.0,2,0.0,4,18.18,0,0.0,0.0
▲川端海翼,01195,NAR,22,0,22,18.18,22.73,40.91,31.82,31.82,0.4657,13,7.69,15.38,23.08,5,0.0,2,9.09,4,25.0,50.0
▲舟山瑠泉,01221,NAR,22,0,22,22.73,18.18,40.91,31.82,27.27,0.4153,14,0.0,7.14,7.14,8,0.0,3,13.64,12,33.33,58.33
西村淳也,01171,NAR,22,0,22,18.18,54.55,72.73,13.64,13.64,0.319,7,0.0,14.29,14.29,13,0.0,7,31.82,2,50.0,100.0
ウィリ,05416,JRA,21,21,0,14.29,23.81,38.1,28.57,19.05,0.3773,8,0.0,12.5,12.5,4,25.0,2,9.52,12,8.33,25.0
加藤聡,05557,JRA+NAR,21,6,15,14.29,14.29,28.57,23.81,57.14,0.609,3,0.0,0.0,0.0,1,0.0,1,4.76,19,15.79,31.58
古川 吉洋,01015,JRA,21,21,0,9.52,4.76,14.29,28.57,57.14,0.6385,1,0.0,0.0,0.0,0,0.0,0,0.0,21,9.52,14.29
坂井瑠,01163,JRA,21,21,0,33.33,23.81,57.14,38.1,4.76,0.2631,6,0.0,16.67,16.67,12,0.0,2,9.52,5,0.0,60.0
大畑雅,05370,JRA+NAR,21,3,18,9.52,23.81,33.33,19.05,47.62,0.5617,0,0.0,0.0,0.0,0,0.0,5,23.81,18,11.11,38.89
小沢大仁,01185,NAR,21,0,21,14.29,19.05,33.33,38.1,28.57,0.4216,9,0.0,11.11,11.11,2,0.0,1,4.76,4,25.0,25.0
川田 将雅,01088,JRA,21,21,0,14.29,19.05,33.33,47.62,14.29,0.382,3,0.0,0.0,0.0,0,0.0,7,33.33,21,14.29,33.33
熊沢,00652,JRA,21,21,0,9.52,28.57,38.1,42.86,19.05,0.4382,0,0.0,0.0,0.0,0,0.0,1,4.76,0,0.0,0.0
荻野 極,01160,JRA,21,21,0,19.05,28.57,47.62,33.33,19.05,0.3676,5,0.0,0.0,0.0,1,0.0,3,14.29,21,19.05,47.62
菅原辰,05571,JRA+NAR,21,3,18,19.05,19.05,38.1,33.33,38.1,0.4979,6,0.0,33.33,33.33,6,0.0,2,9.52,21,19.05,38.1
菱田裕二,01144,NAR,21,0,21,4.76,23.81,28.57,57.14,23.81,0.4914,12,0.0,16.67,16.67,4,0.0,7,33.33,7,0.0,28.57
西塚洸二,01200,NAR,21,0,21,14.29,9.52,23.81,47.62,28.57,0.452,5,0.0,0.0,0.0,9,11.11,2,9.52,9,11.11,33.33
Ｃ．ルメ,05339,NAR,21,0,21,0.0,33.33,33.33,52.38,14.29,0.3831,9,0.0,0.0,0.0,9,0.0,4,19.05,12,0.0,33.33
☆原優介,01184,JRA+NAR,20,2,18,25.0,15.0,40.0,30.0,30.0,0.4353,12,0.0,16.67,16.67,7,0.0,4,20.0,0,0.0,0.0
☆秋山稔樹,01181,NAR,20,0,20,20.0,30.0,50.0,15.0,40.0,0.4659,10,0.0,30.0,30.0,6,0.0,5,25.0,0,0.0,0.0
土田真翔,01198,NAR,20,0,20,0.0,0.0,0.0,30.0,65.0,0.668,14,0.0,0.0,0.0,0,0.0,1,5.0,6,0.0,0.0
富田暁,01168,JRA+NAR,20,12,8,25.0,20.0,45.0,35.0,20.0,0.3604,5,20.0,0.0,20.0,5,0.0,1,5.0,1,100.0,100.0
小崎 綾也,01152,JRA,20,20,0,5.0,25.0,30.0,25.0,35.0,0.4467,3,0.0,0.0,0.0,0,0.0,1,5.0,20,5.0,30.0
小林脩斗,01183,NAR,20,0,20,5.0,25.0,30.0,45.0,25.0,0.4555,4,0.0,0.0,0.0,3,0.0,1,5.0,5,0.0,40.0
岩田康誠,05203,NAR,20,0,20,5.0,25.0,30.0,35.0,35.0,0.4851,8,0.0,25.0,25.0,3,33.33,2,10.0,6,0.0,16.67
藤田凌駕,a056a,NAR,20,0,20,0.0,10.0,10.0,20.0,70.0,0.7001,19,0.0,5.26,5.26,1,0.0,0,0.0,16,0.0,12.5
鷲頭虎太,01202,NAR,20,0,20,20.0,20.0,40.0,10.0,45.0,0.4883,7,0.0,28.57,28.57,6,0.0,2,10.0,9,11.11,22.22
古川奈穂,01190,NAR,19,0,19,5.26,10.53,15.79,36.84,47.37,0.6155,10,0.0,10.0,10.0,5,0.0,3,15.79,8,12.5,25.0
城戸義政,01147,NAR,19,0,19,10.53,10.53,21.05,42.11,36.84,0.5327,15,0.0,13.33,13.33,2,0.0,0,0.0,9,11.11,22.22
大久保友,01194,NAR,19,0,19,0.0,15.79,15.79,42.11,42.11,0.5583,12,0.0,8.33,8.33,0,0.0,2,10.53,8,0.0,0.0
小沢 大仁,01185,JRA,19,19,0,5.26,10.53,15.79,47.37,26.32,0.4785,2,0.0,0.0,0.0,0,0.0,0,0.0,19,5.26,15.79
岡村健,05562,JRA+NAR,19,4,15,5.26,26.32,31.58,36.84,36.84,0.5098,2,0.0,0.0,0.0,0,0.0,0,0.0,17,5.88,23.53
岩田 康誠,05203,JRA,19,19,0,10.53,21.05,31.58,36.84,36.84,0.5038,3,0.0,0.0,0.0,1,0.0,1,5.26,19,10.53,31.58
桑村真,05411,JRA,19,19,0,5.26,0.0,5.26,57.89,36.84,0.5814,17,0.0,0.0,0.0,1,0.0,0,0.0,7,0.0,0.0
森田 誠也,01222,JRA,19,19,0,5.26,10.53,15.79,26.32,57.89,0.6168,2,0.0,0.0,0.0,0,0.0,1,5.26,19,5.26,15.79
横山 和生,01140,JRA,19,19,0,5.26,15.79,21.05,31.58,31.58,0.4898,3,0.0,0.0,0.0,2,0.0,2,10.53,19,5.26,21.05
河原田菜,01204,NAR,19,0,19,5.26,36.84,42.11,21.05,47.37,0.5572,13,0.0,23.08,23.08,3,0.0,1,5.26,9,11.11,44.44
石神 深道,01209,JRA,19,19,0,0.0,10.53,10.53,42.11,42.11,0.5267,2,0.0,0.0,0.0,1,0.0,0,0.0,19,0.0,10.53
石神道,01209,JRA,19,19,0,5.26,10.53,15.79,26.32,52.63,0.5733,12,0.0,8.33,8.33,2,0.0,0,0.0,12,8.33,8.33
角田 大和,01186,JRA,19,19,0,15.79,10.53,26.32,42.11,26.32,0.4433,0,0.0,0.0,0.0,1,0.0,1,5.26,19,15.79,26.32
